Mean IP,Std IP,Excess krutosis IP,Skewness IP,Mean DM-SNR,Std DM-SNR,Excess kurtosis DM-SNR,Skewness DM-SNR,Class,,,
101.1796875,46.49553634,0.475471376,0.338093711,0.821070234,11.84832055,18.28340376,366.3885004,0,,,
143.3828125,54.42169275,-0.141207116,-0.51353208,4.170568562,20.56877695,6.637932379,51.75152545,0,,,
109.0546875,46.28348595,0.611136942,0.581796479,3.571906355,18.12343445,6.950032064,60.17703165,0,,,
123.2890625,52.18209588,0.174267658,0.01608879,12.33026756,37.2185373,3.154102362,9.488022002,0,,,
174.25,50.65354134,-1.054651289,1.237030944,25.93645485,57.4399437,1.899281403,1.896178137,0,,,
104.65625,41.87302934,0.211022923,0.387041064,2.636287625,17.34951507,8.387512313,81.0830325,0,,,
130.9453125,50.72263865,-0.279412128,-0.05548538,2.335284281,15.39834914,9.035685371,101.1610816,0,,,
102.421875,50.03695656,0.575891545,0.357769929,4.206521739,27.17206398,6.813034239,47.2582551,0,,,
111.2109375,42.03396178,0.434655972,0.710722124,2.175585284,15.08141581,9.665629011,114.8226213,0,,,
107.703125,50.02583073,0.488203339,0.304952956,2.263377926,13.15447315,10.32620217,149.4785259,0,,,
113.1171875,47.34722489,0.230998641,0.134152129,1.799331104,16.17080236,10.37532035,118.131919,0,,,
113.421875,36.94053697,0.397016721,1.960271297,4.212374582,21.52885706,6.076728714,42.27642615,0,,,
157.75,44.57542765,-0.140448527,-0.006651762,6.402173913,29.9170195,5.043244964,25.83528923,0,,,
129.4296875,51.11914447,-0.039083403,-0.015090877,2.506688963,14.45645481,9.242921373,114.7596934,0,,,
113.8125,57.69230749,0.460655972,-0.252969593,161.1956522,66.80626546,-1.286922997,0.554700709,0,,,
120.390625,51.91462859,0.0206158,-0.357913429,26.76588629,63.62689404,2.106032541,2.78050203,0,,,
137.890625,58.06505435,-0.02372694,-0.481092949,4.183110368,26.17964211,6.630961,44.64092446,0,,,
111.015625,44.68238334,0.077302166,0.053498516,2.589464883,20.08825484,9.288042804,92.71740185,0,,,
129.1484375,53.2607222,-0.001863582,-0.161150121,2.953177258,16.39630888,8.032950523,81.06391004,0,,,
169.5390625,57.06067253,-1.082567379,0.624954452,127.6362876,94.41068219,-0.276184541,-1.578509451,0,,,
139.765625,54.44427833,-0.28414511,-0.057238775,33.52842809,73.82036654,1.907728637,1.910371429,0,,,
111.9921875,49.74897865,0.209537199,-0.003349939,4.117056856,20.90185723,6.353148273,47.54422759,0,,,
115.6015625,46.21609227,0.28998105,0.209365584,2.765886288,19.77905653,8.5494481,81.54686399,0,,,
125.625,48.81902165,0.000154403,-0.191657537,1.147993311,11.7019424,15.36988913,277.2619557,0,,,
124.875,53.51138897,0.011036886,-0.48655312,1.60451505,10.95864588,13.2794533,254.232943,0,,,
83.78125,38.96050434,0.761780803,1.858651634,2.168060201,13.28171789,10.70834225,158.3292706,0,,,
110.8671875,41.92876606,0.367365765,0.733906463,2.77006689,19.96111957,8.028961214,69.11882149,0,,,
92.2265625,36.25715766,0.632170114,2.32238336,2.341137124,21.59506509,9.677319734,95.79273794,0,,,
102.84375,52.23496158,0.414344274,-0.174329441,13.11789298,38.43826629,3.172942759,9.990514796,0,,,
105.734375,47.69327199,0.406383006,-0.015584048,2.41638796,15.29734929,9.008570074,103.9885021,0,,,
127.6328125,44.11718612,0.067652431,0.103195502,9.392976589,34.50829115,4.03999313,16.48196465,0,,,
102.1328125,42.6715968,0.391336211,0.906098802,1.325250836,11.67395972,13.47769707,228.9000004,0,,,
115.7265625,47.86369234,0.186450038,-0.174531839,2.617056856,14.73002905,9.15072555,110.5448451,0,,,
103.9296875,43.22798999,0.51647125,0.7946958,2.27173913,18.58242698,9.557851488,99.44496733,0,,,
127.5390625,49.18061457,-0.038416306,-0.233239889,2.085284281,17.43572288,10.26158089,118.4921039,0,,,
129.515625,47.95570619,0.090161927,-0.155294679,3.934782609,22.52157852,6.61583734,47.6177209,0,,,
111.0625,42.34858137,0.286548306,0.995285147,1.862876254,15.23718585,10.97182414,140.8076956,0,,,
126.5546875,47.6221798,-0.127707255,0.022281344,6.918896321,35.68377854,5.204713906,26.15730259,0,,,
107.765625,37.7267073,0.583492743,1.619921986,2.173913043,18.92614201,10.34527363,113.897138,0,,,
106.6328125,56.53246732,0.232740531,-0.645917688,0.730769231,9.400922698,19.78560252,475.5221544,0,,,
104.4921875,45.91500233,0.281946589,0.38040723,3.02173913,18.41316589,7.240999908,61.25621005,0,,,
120.15625,53.9340508,-0.075317639,-0.60171547,65.01421405,84.871045,0.708684168,-1.225191205,0,,,
111.6015625,47.02996715,0.138374139,0.118190454,2.954849498,18.92114339,7.982563865,72.60173334,0,,,
131.6484375,49.96523633,0.155557453,-0.164089762,110.9556856,90.38771306,-0.381291494,-1.783994472,0,,,
91.765625,34.51957877,0.782088391,2.935618209,4.098662207,20.01321382,6.489115564,50.09922773,0,,,
119.453125,52.5306249,0.051467428,-0.330000938,76.85869565,81.77708055,0.147273324,-1.924781306,0,,,
150.3671875,49.64040553,-0.241779457,0.247881218,2.265050167,17.7415244,8.662577158,81.65679005,0,,,
85.125,41.55643753,0.59262596,1.389503646,3.415551839,17.96346326,7.186770962,63.98915367,0,,,
106.640625,54.02831063,0.355976871,-0.416172172,4.248327759,23.71188627,7.848578094,68.03461948,0,,,
87.5546875,38.99094618,0.612620871,1.69943492,2.647157191,18.84315433,8.244277356,75.56304754,0,,,
131.1875,51.41235716,0.173393924,0.016764136,3.276755853,17.86093142,7.871064862,75.56497353,0,,,
111.46875,48.50015101,0.216543716,0.025492944,1.453177258,11.80500638,13.23931975,224.732005,0,,,
91.3046875,41.27680163,0.421555791,1.156263942,1.143812709,11.38646384,15.12386369,274.9403935,0,,,
108.5625,41.94616155,0.4248994,0.925716601,1.446488294,12.94319901,12.09497299,177.1178354,0,,,
100.4609375,36.89870051,0.357448521,1.67605032,1.506688963,12.17002412,12.3009717,195.8844842,0,,,
123.421875,47.20460938,-0.00091403,-0.054636248,0.968227425,13.0074841,15.57261676,258.9506148,0,,,
125.4375,61.05987712,0.250845506,-1.077391056,12.51672241,44.76171271,3.609944226,11.92816347,0,,,
104.46875,40.16001928,0.497580314,1.209760328,1.549331104,15.83860091,12.13570271,156.440147,0,,,
107.1875,54.25370811,0.283090138,-0.091216814,1.162207358,13.87107779,14.30485331,218.8827786,0,,,
153.4921875,40.59999155,-0.34365891,1.023514415,7.142140468,36.80298533,5.162358364,25.43070942,0,,,
124.21875,45.92911275,0.043364444,0.273995298,1.394648829,13.72196826,12.35154403,174.5993857,0,,,
117.6328125,51.37072231,0.028521494,-0.397678839,1.260869565,10.61993963,14.90791301,296.8958092,0,,,
93.5703125,46.69811352,0.53190485,0.416721117,1.636287625,14.54507425,10.6217484,131.3940043,0,,,
121.796875,56.11238157,0.023240882,-0.39636057,5.185618729,26.9740181,6.517805871,45.72217449,0,,,
119.3046875,47.00757229,-0.1446494,0.156219138,117.2583612,62.59924005,-1.259650798,-0.202327168,0,,,
123.9140625,53.31276045,-0.052313723,-0.403105262,1.614548495,13.06772003,11.4873607,163.9477371,0,,,
88.9375,38.61645334,0.72649095,1.807447499,1.795986622,17.55064865,10.52891651,115.8816543,0,,,
94.5390625,39.6634085,0.478881094,1.781929361,1.940635452,15.87768846,10.42746494,126.7193492,0,,,
147.7421875,39.86250707,-0.269903549,1.342023687,3.673076923,24.17261595,8.034487813,67.73223124,0,,,
160.6015625,54.8108024,-1.130722475,0.991809798,135.4397993,95.84219483,-0.424526067,-1.492953127,0,,,
122.3828125,49.52368769,0.358478083,0.073933477,4.87458194,26.47487588,6.005516223,37.7959615,0,,,
127.609375,43.88465606,0.031737865,0.133101992,2.079431438,18.02792923,9.779445572,102.568611,0,,,
138.78125,52.61355836,-0.194800197,-0.237349732,4.99916388,27.54672223,6.288293353,41.86030677,0,,,
98.8828125,44.52696183,0.754581806,1.367654903,7.441471572,33.29355225,4.87644221,24.14387103,0,,,
150.8203125,51.13499804,-0.270228328,-0.0494425,3.093645485,18.91530833,7.923653933,72.0741655,0,,,
99.3125,44.92750236,0.566897751,0.573412459,4.806856187,25.32105526,5.889480635,37.69668726,0,,,
115.90625,50.77299933,0.146410133,-0.326696154,7.519230769,33.77916871,4.62701081,20.91658655,0,,,
119.2109375,46.47624601,0.238329702,-0.178715309,1.849498328,13.83233663,10.60837206,138.5407963,0,,,
111.6796875,46.51913813,0.309007275,0.055478827,5.837792642,25.9027402,4.897668719,25.27479933,0,,,
101.9609375,42.6465126,0.324671738,0.717945391,2.112876254,19.30510533,9.77987949,99.23555279,0,,,
114.515625,50.40476546,0.103819778,-0.461436266,5.29264214,24.55141992,5.425774383,33.86482244,0,,,
101.8125,44.12601805,0.329483669,0.527245893,2.422240803,15.40500528,8.639431913,93.60579263,0,,,
120.4921875,51.48573772,0.096228603,-0.361319068,3.43645485,24.37475959,7.727276732,61.44574304,0,,,
111.8984375,46.32676734,0.059808041,0.048164933,2.406354515,15.8034148,8.763743812,94.21739714,0,,,
136.1953125,52.87294006,-0.042322723,-0.346791696,3.497491639,23.8333293,7.379895237,56.61992511,0,,,
122.9453125,43.73576708,0.053062073,0.54465351,3.864548495,21.50624194,6.701286408,50.10155473,0,,,
127.0859375,54.51190056,-0.122832699,-0.699710814,2.274247492,14.88051763,9.767915267,119.611547,0,,,
108.1640625,53.26977,0.2927454,-0.312881183,2.197324415,16.36169949,9.372394245,102.4370496,0,,,
151.234375,51.95152253,-0.703461623,0.243313079,1.199832776,10.22968825,15.6840454,334.6335668,0,,,
107.8125,40.67088755,0.503605896,1.020956135,2.743311037,16.98504646,8.268599511,81.86547457,0,,,
87.53125,38.65066653,0.450477233,1.557485679,3.081103679,22.21548341,7.861436973,64.38405498,0,,,
130.578125,48.74561028,-0.100089046,-0.065201069,18.43394649,48.37105555,2.582806358,5.682744142,0,,,
129.1328125,41.15431537,0.215575003,0.278593907,2.254180602,13.80268045,9.661445309,126.5015483,0,,,
112.015625,46.6717233,0.305809653,-0.10780398,2.050167224,12.58884779,10.33346046,155.2910572,0,,,
103.15625,43.98817979,0.545785142,0.907801946,2.361204013,18.07009669,9.314984172,94.23477577,0,,,
107.21875,49.79346994,0.505552107,-0.179348283,141.9122074,86.56406651,-0.733570759,-1.100963332,0,,,
128.8828125,52.4126686,-0.066159643,-0.572277978,7.602006689,32.15156096,4.328367812,18.259125,0,,,
131.921875,47.62444379,-0.056534906,0.08424766,2.112876254,15.9772979,9.621919242,109.2948109,0,,,
137.265625,44.67932344,0.117534529,0.515108592,2.549331104,15.82745829,9.187274838,107.1822244,0,,,
106.484375,50.41561396,-0.026536687,-0.165455571,63.58695652,87.7727186,0.796171394,-1.118242566,0,,,
97.890625,48.27674686,0.240046107,0.191885635,6.790133779,33.23721777,5.594823043,31.69347597,0,,,
115.46875,46.44754055,0.056430531,0.271055373,0.704849498,8.867135777,22.12115897,585.881331,0,,,
128.3984375,42.85793025,0.035983061,0.203285826,1.825250836,11.28279232,12.25258704,225.3213595,0,,,
90.1328125,38.85457082,0.586739061,1.675733418,3.775919732,21.38666845,7.189355151,59.68389616,0,,,
120.671875,43.71393324,0.254936395,0.825770903,0.714046823,9.935755337,19.40392654,434.2597149,0,,,
124.609375,55.07923758,-0.200888669,-0.519170796,1.526755853,11.29766542,13.23602904,239.1607517,0,,,
110.109375,41.31816988,0.094860398,0.68311261,1.010033445,13.02627521,14.66651082,231.2041363,0,,,
131.25,46.87949978,0.041032378,0.13208735,0.992474916,9.575039504,18.02280786,426.875296,0,,,
141.1875,50.38209472,-0.34353687,-0.229779426,0.734113712,8.521635271,23.74570157,671.6954344,0,,,
110.46875,44.96108343,0.316186815,-0.008498042,2.255016722,15.4067814,8.906187567,97.39733006,0,,,
127.859375,48.60036882,-0.012876196,-0.384992309,1.867056856,12.69930943,11.15597431,165.8525717,0,,,
79.765625,35.26295958,0.827145614,3.560003457,1.947324415,15.01436551,9.411263238,105.9045051,0,,,
97.8828125,41.61272738,0.708667319,1.218219791,2.586956522,17.05911315,8.212073321,80.17560664,0,,,
137.421875,49.88966097,-0.032490505,-0.013831636,20.96153846,52.17793578,2.262503857,3.545822495,0,,,
125,56.1244432,-0.100384291,-0.551908381,88.84949833,92.51710006,0.215247236,-1.7517573,0,,,
110.4765625,41.20716807,0.178067375,1.183747726,2.25083612,14.85686302,9.857281719,120.2574838,0,,,
139.34375,40.11281698,-0.003204526,1.155568274,4.990802676,27.62770438,6.211423852,40.85366762,0,,,
107.40625,51.94670308,0.346462399,-0.266718309,1.345317726,15.54926317,12.48047254,161.3658961,0,,,
119.875,43.75696373,0.205781558,0.516720857,1.370401338,12.84441605,14.60033012,251.4384315,0,,,
105.5859375,54.18321456,0.23341285,-0.280491057,0.994983278,10.36741301,16.26726378,334.705057,0,,,
106.8203125,46.49452817,0.315604855,0.379624276,5.423076923,34.44136022,6.208905125,36.65525874,0,,,
121.484375,43.16121385,-0.056434318,0.836265354,2.0409699,16.43826478,9.736444063,107.4488627,0,,,
104.015625,47.70727545,0.10396473,0.553664436,102.9214047,66.95716079,-0.820295935,-1.159350765,0,,,
130.2890625,51.59641344,0.078862022,-0.356734752,5.038461538,22.97308718,5.69879252,38.89119663,0,,,
111.0703125,59.84252559,0.207714403,-0.600009457,10.4138796,41.66724098,4.077996095,15.71586985,0,,,
131.203125,49.59860119,0.32597306,-0.177596484,3.892140468,26.11822052,7.254967363,54.0467976,0,,,
127.8984375,49.87701121,0.131541431,0.134090472,1.031772575,11.24457478,15.51815754,284.9066257,0,,,
85.296875,44.74447581,0.554031255,0.84234622,2.856187291,15.00995389,8.236314274,94.60768487,0,,,
119.890625,54.45457315,0.198190689,-0.612900021,1.076923077,11.85210292,15.00667859,257.4859286,0,,,
101.8046875,38.81910342,0.400958204,1.122787948,2.191471572,14.66308224,9.671455754,118.4512423,0,,,
111.6015625,44.33278623,0.158661865,0.119696375,1.974080268,13.83497448,10.30748012,135.3150448,0,,,
118.2890625,46.49431288,0.408105148,0.53324457,0.891304348,12.29609169,16.17888662,283.9739929,0,,,
98.546875,42.88809191,0.751079553,1.097966519,3.739966555,22.83018834,7.218699536,58.01752043,0,,,
144.40625,48.77538402,-0.190586167,-0.036821074,2.47909699,14.25005068,9.143149012,113.9568734,0,,,
99.421875,46.19483355,0.539607836,0.734160418,3.826086957,20.47361109,7.229393913,60.98968965,0,,,
100.9296875,49.68088534,0.623084404,0.334283184,1.560200669,12.38696942,11.49951601,176.4470423,0,,,
126.515625,42.3834771,-0.091546428,0.751778554,3.511705686,21.24374463,7.548664931,63.87615227,0,,,
134.875,53.07114918,-0.027432532,-0.078660774,2.503344482,14.23638781,9.468300344,120.8460965,0,,,
132.3671875,45.0913779,-0.015011342,0.455892296,5.434782609,28.13393542,5.520770628,31.45380023,0,,,
142.0546875,53.87315957,-0.470772686,-0.125946417,4.423076923,27.08351266,6.681658306,45.94403008,0,,,
110.2421875,51.48827932,0.229289235,-0.29894509,2.497491639,16.22178519,8.658736221,89.66608114,0,,,
104.84375,56.48305021,0.338344682,-0.427984782,0.830267559,10.69572103,16.86397867,332.9113375,0,,,
141.6171875,46.49699605,-0.045613445,0.11714825,2.415551839,16.12800154,10.60170314,136.8154541,0,,,
112.6015625,46.82920093,0.443318768,0.645880273,2.45735786,15.22750617,8.896881735,103.1978549,0,,,
101.921875,52.55839154,0.37234685,0.216206004,3.783444816,23.56150622,7.121887919,53.93785863,0,,,
98.09375,47.93508591,0.388644925,-0.1035537,1.954849498,14.36805851,9.545054443,114.7976518,0,,,
119.125,48.40486804,0.114413407,-0.258376181,2.510869565,20.0270899,9.305019634,93.20574221,0,,,
107.796875,45.6803362,0.655279783,0.954879021,1.7090301,15.1907807,11.52025038,150.3053634,0,,,
123.8671875,49.77847349,-0.016105114,-0.056367029,1.152173913,12.69925815,13.12545563,197.4726402,0,,,
138.953125,51.51089984,-0.005120013,-0.20251807,67.84280936,86.00099385,0.505032049,-1.683726735,0,,,
96.375,50.5698774,0.536223717,0.233938959,2.515050167,16.74910094,7.85718748,73.64042996,0,,,
110.46875,51.27026086,0.204580166,-0.245236805,1.047658863,12.18400877,15.56085406,277.1834249,0,,,
116.6015625,39.02409909,-0.00290081,1.317668615,2.738294314,15.70647051,9.226737669,107.7007003,0,,,
89.8515625,40.91761728,0.863953286,1.779454466,3.915551839,21.51005969,7.82799294,71.95554455,0,,,
125.671875,41.40993793,0.091640289,0.565070802,2.616220736,14.36326503,8.907162308,110.987807,0,,,
128.6953125,61.48482519,-0.021451733,-0.645660004,0.893812709,11.43929427,15.33564286,269.5730017,0,,,
118.6328125,47.57574078,0.181757085,-0.07272126,3.214882943,19.41540641,7.653322745,67.45196831,0,,,
125.0703125,50.39890618,0.353256495,0.0981407,2.102006689,14.22876741,9.400484565,115.3403716,0,,,
114.9609375,55.09585431,-0.04537176,-0.513684544,3.280936455,17.27801407,7.2943915,67.42143142,0,,,
128.59375,50.2184972,0.022618095,-0.105943764,1.268394649,11.5710993,14.27661672,249.4772397,0,,,
91.53125,40.11564095,0.709475447,1.152761678,1.93812709,13.69280202,10.92482459,152.8776605,0,,,
125.3515625,48.11665347,-0.087825488,-0.107858424,2.165551839,15.34942017,9.756676006,115.4196786,0,,,
126.03125,62.30029814,-0.078540605,-0.815591386,3.714046823,19.6530569,7.227691402,63.63904785,0,,,
138.4609375,53.39401042,0.049593332,-0.475582018,25.76170569,72.35055573,2.463721135,4.105936745,0,,,
113.09375,49.32932025,0.198294479,-0.360035883,1.977424749,18.0972473,10.56820533,122.4877767,0,,,
125.8984375,46.04461828,0.146280575,0.108788206,4.081103679,23.38708611,6.805168067,50.20283154,0,,,
139.9140625,43.75268337,0.064475962,0.535263331,2.841137124,18.09344511,8.972228242,93.17802574,0,,,
148.40625,41.97905681,-0.19366795,0.806399316,2.552675585,18.49960863,8.767316836,84.2339467,0,,,
118.5546875,43.54233009,0.49039477,0.750823868,2.608695652,21.6729813,9.008464472,83.68009047,0,,,
80.15625,37.58062946,0.816715416,2.292702429,2.527591973,16.55153322,8.936706373,96.98980089,0,,,
110.1328125,45.60502492,0.23338141,0.165817541,1.135451505,12.46486892,14.90226564,257.2930493,0,,,
107.3359375,41.74649636,0.283139422,0.737434664,2.423076923,14.28373268,8.967522116,108.8556082,0,,,
78.046875,31.42721238,1.405623052,6.773455796,16.31270903,47.06681587,2.85287958,7.006075524,0,,,
122.9375,53.39647548,0.058264444,-0.27509359,2.809364548,17.23355537,8.976365118,96.8957106,0,,,
131.0234375,48.47284434,0.252562804,0.06424778,2.822742475,18.06853409,8.46656374,82.51341058,0,,,
119.0546875,56.36104436,0.496350015,-0.238969221,2.690635452,18.04086626,9.734548302,106.9602688,0,,,
113.4609375,38.46140564,0.145138613,0.876006379,1.639632107,16.85640916,11.2059635,131.4090161,0,,,
135.375,40.43030268,-0.085344447,1.151063381,3.040133779,19.62090708,8.244860861,77.14057769,0,,,
121.5234375,44.27241043,0.01244452,0.351683317,2.20819398,18.79018903,9.51099607,96.02930093,0,,,
112.6328125,52.33394439,0.403222207,0.023183551,2.45819398,13.67855136,9.009352311,117.5178556,0,,,
81.3828125,35.72510521,1.117082503,3.752297924,10.73578595,48.10391925,4.279334174,16.41407463,0,,,
122.46875,53.58811924,0.222825268,-0.499439017,1.311036789,14.72468334,12.39446805,163.6608429,0,,,
125.734375,47.40277622,0.259212332,0.001899812,1.988294314,18.49572481,10.42068007,113.9856504,0,,,
122.6015625,46.60360431,0.251392988,0.029800799,1.602006689,14.93415188,10.57917851,125.1344168,0,,,
91.8984375,34.54612855,0.698334784,2.962466006,2.468227425,18.67929909,9.070287728,90.44889267,0,,,
134.828125,48.60396547,0.055082002,0.083608985,26.04849498,62.07061996,2.167364159,3.11293088,0,,,
129.1796875,49.52294822,-0.051826308,0.025471866,1.888795987,13.2542733,10.67892539,149.358092,0,,,
103,34.89470769,0.437215375,2.542615683,2.496655518,14.07769253,8.824082369,109.3769675,0,,,
119.234375,45.66547595,0.340412681,0.665919457,2.793478261,17.03630761,8.150422212,80.88660011,0,,,
155.7421875,39.82387908,-0.307926321,1.127673081,5.501672241,30.15485391,5.928583644,35.86385187,0,,,
114.7578125,47.16290685,0.088648906,0.342527449,5.606187291,29.12313143,5.523026897,30.99501522,0,,,
119.109375,58.6426192,0.184893214,-0.316643572,2.341973244,15.72243388,8.752023715,93.60583423,0,,,
127.9609375,49.45885322,0.194730075,-0.234678691,2.934782609,16.78017706,7.591314155,72.55805381,0,,,
140.5390625,58.27063775,-0.315417175,-0.468399132,6.669732441,32.78880611,6.122330816,38.6524029,0,,,
132.7890625,46.79236923,0.074938389,0.017353083,2.25,20.45204543,9.831382616,99.69398016,0,,,
81.8125,41.53645801,0.99182166,2.415740588,3.163879599,19.32350622,8.006279316,73.05898,0,,,
109.96875,43.48112692,0.103097531,0.288852199,3.272575251,17.09478642,7.02462355,64.85060695,0,,,
92.4921875,45.85336617,0.632654206,0.573936807,18.19983278,60.04391676,3.01078533,7.120285063,0,,,
110.6875,47.6975743,0.332310226,0.246588246,7.668060201,30.56687416,4.328753001,19.29252425,0,,,
112.1640625,48.5260525,0.140295196,-0.215785963,2.193979933,13.35610155,9.908830087,135.0761783,0,,,
96.515625,41.61448523,0.460483269,0.778586495,2.305183946,18.1979456,9.493299466,99.6564699,0,,,
133.8203125,55.62478,-0.065921059,-0.570366721,13.29347826,50.1650119,3.540067795,10.6710247,0,,,
76.484375,40.38351001,0.89888113,1.835288968,2.721571906,20.05069419,8.333820758,74.80148379,0,,,
114.8671875,46.85589129,0.30707465,0.192871306,3.371237458,23.70059852,7.43842618,56.90349006,0,,,
101.1328125,44.36185916,0.414715621,0.793477822,5.696488294,23.57800023,5.438479985,35.18189176,0,,,
100.7578125,42.79981493,0.312495921,1.040972402,1.964882943,13.11980189,10.31645793,144.3140211,0,,,
124.9609375,55.03356963,0.03124438,-0.634263883,2.864548495,17.61806938,8.126414469,79.11328216,0,,,
127.796875,44.95802893,0.181733731,0.533080505,0.821070234,10.15398619,17.52460409,372.1526675,0,,,
131.078125,45.85227799,0.041918778,-0.117099841,10.70652174,41.00415989,3.858098278,13.92389299,0,,,
130.296875,43.72452104,0.239299953,0.773894519,3.327759197,21.93898346,7.633627793,63.68797889,0,,,
143.03125,54.0274724,0.016876524,-0.378515379,2.122909699,12.95338092,10.27348222,148.5529733,0,,,
124.1796875,52.97721114,0.090498654,-0.153768724,0.821070234,11.69904482,16.63766735,298.8940239,0,,,
150.09375,53.93042936,-0.149463638,-0.241508307,4.355351171,25.3583675,6.050219885,37.10767251,0,,,
83.7109375,37.36541523,0.659945415,2.423514836,4.178093645,23.20270329,6.532946384,46.37816996,0,,,
126.3671875,44.96906421,-0.100562357,0.021992596,0.683946488,8.81823759,22.08963805,590.2587782,0,,,
